"Thread ID","Thread Date","Subject","Q Posts","Total Posts","Rate (posts/min.)","UIDs","Top 5 UID Counts"
6524184,"2019-05-17 18:49:10","Q Research General #8343: Global Heating for Traitors Edition",,752,6.390029740829911,201
6522577,"2019-05-17 14:58:15","Q Research General #8341: AG Barr In The House Edition",,752,5.960369881109643,217
6521784,"2019-05-17 12:48:28","Q Research General #8340: Some Coffee To Go With Your Tarriffs, Sir?",,752,5.365679628968962,219
6521017,"2019-05-17 10:50:17","Q Research General #8339:  Explanations Have Been 'Inadequate' Edition",,752,6.02805611222445,223
6520237,"2019-05-17 08:29:31","Q Research General #8338:  It's a Baaaad Day for Evil Edition",,752,5.118547929665343,200
6519441,"2019-05-17 03:05:33","Q Research General #8337: Big Boom Friday? Edition",,752,2.2709885242601167,212
6518659,"2019-05-17 00:00:26","Q Research General #8336: PapaD Reveals New Details on Non-Collusion Edition",,752,3.8963730569948187,189
6517868,"2019-05-16 22:23:22","Q Research General #8335 The IG Report Now In Staff Review Edition",,752,7.237728585178056,200
6517134,"2019-05-16 21:04:35","Q Research General #8334: F16 Happenings in Riverside CA Edition",,752,8.737412858249419,206
6516358,"2019-05-16 19:22:41","Q Research General #8333: Gen Flynn and Fake News Spin, Also Insurrection Act Edition",,752,6.921306948918546,224
6515508,"2019-05-16 17:44:58","Q Research General #8332: They're Running for the Border Edition",,752,7.313989301345437,198
6514694,"2019-05-16 15:56:17","Q Research General #8331:  Many Thursday Habbenings Edition",,752,6.148814390842191,215
6513898,"2019-05-16 14:04:20","Q Research General #8330: Thursday Morning Digs Edition",,752,6.515523465703971,208
6513082,"2019-05-16 11:58:55","Q Research General #8329: C'Mon Doug, Release Some Transcripts And Sheit Edition",,752,5.736808645899555,204
6512320,"2019-05-16 09:44:41","Q Research General #8328:  Shills Aren't Even Trying Anymore:  GAME OVER Edition",,752,5.2035520701187865,212
6511476,"2019-05-16 03:39:01","Q Research General #8327: Billionaires Ball  (The Last Hurrah) Edition",,752,1.9648144922487374,212
6510730,"2019-05-16 00:22:20","Q Research General #8326: The Eyes On Edition",,752,3.0312395028552235,172
6509954,"2019-05-15 22:23:39","Q Research General #8325: Deep State Cannibal Fest - Enjoy The Show Edition",,752,5.851381143820516,229
6509191,"2019-05-15 21:01:22","Q Research General #8324: Eyes On Doug Collins Edition",,752,8.602478551000953,207
6508393,"2019-05-15 19:16:57","Q Research General #8323: Factual Assertion Edition",,752,6.884345437900519,197
6507616,"2019-05-15 17:42:18","Q Research General #8322: Five Lawyers Edition",,752,7.257519704037317,206
6506802,"2019-05-15 16:00:45","Q Research General #8321: National Police and Peace Officers Memorial Service Edition",,752,6.687416629613161,192
6506018,"2019-05-15 14:21:43","Q Research General #8320: Wednesday Winning Edition",,752,6.82189295433928,199
6505210,"2019-05-15 12:34:42","Q Research General #8319: Low Octane Gaslighters Edition",,752,6.515523465703971,199
6504488,"2019-05-15 10:53:32","Q Research General #8318:  Gotta Git Me Summa Deez Edition",,752,6.6814749000444245,195
6503689,"2019-05-15 07:17:19","Q Research General #8317: Midweek Very Early Morning Edition",,752,3.3419746685430707,214
6502920,"2019-05-15 01:54:59","Q Research General #8316: Treason Doesn't Pay Well In The End Edition",,752,2.1755062680810027,183
6502145,"2019-05-14 23:50:49","Q Research General #8315: ANONS ARE MONTHS AHEAD OF THE NEWS Edition",,752,5.6378857928276895,169
6501358,"2019-05-14 22:21:30","Q Research General #8314: Connecticut Grand Jury Edition",,752,7.731322823851953,217
6500625,"2019-05-14 21:03:20","Q Research General #8313: Closing in on the Conspirators Edition",,752,8.490779074143772,228
6499884,"2019-05-14 19:29:00","Q Research General #8312: Fix The Immigration Loopholes Edition",,752,7.41373644429839,222
6499118,"2019-05-14 17:56:41","Q Research General #8311: American Energy Independence Edition",,753,7.797721781152917,202
6498300,"2019-05-14 16:33:30","Q Research General #8310: Knocking The Hell Out Of The Swamp Creatures Edition",,752,8.637059724349157,219
6497523,"2019-05-14 15:05:25","Q Research General #8309:Based Boomers and Gen Z are Waking Up Edition",,752,8.175394093132814,201
